;id;title;type;genres;averageRating;numVotes;releaseYear
1139;tt0047296;On the Waterfront;movie;Crime, Drama, Thriller;8.1;167930;1954
1140;tt0032976;Rebecca;movie;Drama, Mystery, Romance;8.1;149305;1940
1141;tt7016936;Killing Eve;tvSeries;Action, Adventure, Drama;8.1;141456;2018
1142;tt14688458;Silo;tvSeries;Drama, Mystery, Sci-Fi;8.1;138052;2023
1143;tt0203259;Law & Order: Special Victims Unit;tvSeries;Crime, Drama, Mystery;8.1;130410;1999
1144;tt0053198;The 400 Blows;movie;Crime, Drama;8.1;129632;1959
1145;tt0087884;Paris, Texas;movie;Drama;8.1;124820;1984
1146;tt0405508;Rang De Basanti;movie;Comedy, Crime, Drama;8.1;123249;2006
1147;tt0031679;Mr. Smith Goes to Washington;movie;Comedy, Drama;8.1;123156;1939
1148;tt2294189;The Fall;tvSeries;Crime, Drama, Thriller;8.1;122705;2013
1149;tt0169102;Lagaan: Once Upon a Time in India;movie;Drama, Musical, Sport;8.1;122215;2001
1150;tt0015864;The Gold Rush;movie;Adventure, Comedy, Drama;8.1;120531;1925
1151;tt2188671;Bates Motel;tvSeries;Drama, Horror, Mystery;8.1;119296;2013
1152;tt0050986;Wild Strawberries;movie;Drama, Romance;8.1;117087;1957
1153;tt0025316;It Happened One Night;movie;Comedy, Romance;8.1;114517;1934
1154;tt4301160;Black Bird;tvMiniSeries;Biography, Crime, Drama;8.1;114488;2022
1155;tt8613070;Portrait of a Lady on Fire;movie;Drama, Romance;8.1;113813;2019
1156;tt0092400;Married... with Children;tvSeries;Comedy;8.1;112854;1987
1157;tt0111495;Three Colors: Red;movie;Drama, Mystery, Romance;8.1;111729;1994
1158;tt5323662;A Silent Voice: The Movie;movie;Animation, Drama;8.1;107298;2016
1159;tt2879552;11.22.63;tvMiniSeries;Drama, Mystery, Romance;8.1;103869;2016
1160;tt0032551;The Grapes of Wrath;movie;Drama;8.1;101652;1940
1161;tt3863552;Bajrangi Bhaijaan;movie;Action, Adventure, Comedy;8.1;100638;2015
1162;tt0017925;The General;movie;Action, Adventure, Comedy;8.1;99885;1926
1163;tt5114356;Legion;tvSeries;Action, Drama, Sci-Fi;8.1;98904;2017
1164;tt0312172;Monk;tvSeries;Comedy, Crime, Drama;8.1;94969;2002
1165;tt0374887;Munna Bhai M.B.B.S.;movie;Comedy, Drama;8.1;90007;2003
1166;tt11555492;Farha;movie;Drama;8.1;89851;2021
1167;tt2082197;Barfi!;movie;Comedy, Drama, Romance;8.1;88209;2012
1168;tt0871510;Chak De! India;movie;Drama, Family, Sport;8.1;86038;2007
1169;tt0056217;The Man Who Shot Liberty Valance;movie;Drama, Western;8.1;83936;1962
1170;tt1280558;A Wednesday;movie;Action, Crime, Drama;8.1;83161;2008
1171;tt0758790;The Tudors;tvSeries;Drama, History, Romance;8.1;82649;2007
1172;tt10554232;Dara of Jasenovac;movie;Drama, War;8.1;81965;2020
1173;tt7775622;Free Solo;movie;Adventure, Documentary, Sport;8.1;79432;2018
1174;tt0292490;Dil Chahta Hai;movie;Comedy, Drama, Romance;8.1;76737;2001
1175;tt7772588;For All Mankind;tvSeries;Drama, Sci-Fi;8.1;74029;2019
1176;tt2545118;Blackfish;movie;Documentary, Drama, Horror;8.1;73640;2013
1177;tt0116231;The Bandit;movie;Crime, Drama, Thriller;8.1;73078;1996
1178;tt0374455;Stargate: Atlantis;tvSeries;Action, Adventure, Drama;8.1;72700;2004
1179;tt0106145;Star Trek: Deep Space Nine;tvSeries;Action, Adventure, Drama;8.1;72464;1993
1180;tt0036868;The Best Years of Our Lives;movie;Drama, Romance, War;8.1;72043;1946
1181;tt0046438;Tokyo Story;movie;Drama;8.1;70557;1953
1182;tt0046911;Diabolique;movie;Crime, Drama, Horror;8.1;70377;1955
1183;tt3322420;Queen;movie;Adventure, Comedy, Drama;8.1;68980;2013
1184;tt0020629;All Quiet on the Western Front;movie;Drama, War;8.1;68670;1930
1185;tt0083922;Fanny and Alexander;movie;Drama;8.1;68202;1982
1186;tt0046268;The Wages of Fear;movie;Adventure, Drama, Thriller;8.1;67978;1953
1187;tt8690918;Resident Alien;tvSeries;Comedy, Drama, Mystery;8.1;67319;2021
1188;tt0058946;The Battle of Algiers;movie;Drama, War;8.1;67200;1966
1189;tt0169858;Neon Genesis Evangelion: The End of Evangelion;movie;Action, Animation, Drama;8.1;67138;1997
1190;tt1821480;Kahaani;movie;Mystery, Thriller;8.1;66787;2012
1191;tt2283748;OMG: Oh My God!;movie;Comedy, Drama, Fantasy;8.1;66704;2012
1192;tt9680440;Paatal Lok;tvSeries;Crime, Drama, Thriller;8.1;65997;2020
1193;tt12888462;My Octopus Teacher;movie;Documentary, Drama;8.1;65681;2020
1194;tt5618256;Manhunt;tvSeries;Biography, Crime, Drama;8.1;64762;2017
1195;tt0019254;The Passion of Joan of Arc;movie;Biography, Drama, History;8.1;62274;1928
1196;tt2930604;Star Wars: Rebels;tvSeries;Action, Adventure, Animation;8.1;60841;2014
1197;tt0073707;Sholay;movie;Action, Adventure, Comedy;8.1;59615;1975
1198;tt0852863;Phineas and Ferb;tvSeries;Action, Adventure, Animation;8.1;59272;2007
1199;tt1610527;Workaholics;tvSeries;Comedy;8.1;56924;2011
1200;tt2235759;The Great;tvSeries;Biography, Comedy, Drama;8.1;56593;2020
1201;tt4687880;Goliath;tvSeries;Drama;8.1;55603;2016
1202;tt0018455;Sunrise;movie;Drama, Romance;8.1;54480;1927
1203;tt22014226;Taaza Khabar;tvSeries;Action, Comedy, Drama;8.1;54150;2023
1204;tt3281796;Power;tvSeries;Crime, Drama;8.1;53801;2014
1205;tt0070510;Paper Moon;movie;Comedy, Crime, Drama;8.1;53558;1973
1206;tt0050783;Nights of Cabiria;movie;Drama;8.1;52610;1957
1207;tt16283804;One Day;tvMiniSeries;Comedy, Drama, Romance;8.1;51967;2024
1208;tt0074896;The Message;movie;Biography, Drama, History;8.1;51550;1976
1209;tt11016042;Ripley;tvMiniSeries;Crime, Drama, Thriller;8.1;51468;2024
1210;tt2140203;Wolf Children;movie;Animation, Drama, Family;8.1;50722;2012
1211;tt2991224;Tangerines;movie;Drama, War;8.1;49668;2013
1212;tt8634332;The Righteous Gemstones;tvSeries;Comedy, Drama;8.1;49041;2019
1213;tt1639426;Udaan;movie;Drama;8.1;47868;2010
1214;tt0105958;Boy Meets World;tvSeries;Comedy, Drama, Family;8.1;47211;1993
1215;tt2805096;Chicago P.D.;tvSeries;Action, Crime, Drama;8.1;46998;2014
1216;tt0035446;To Be or Not to Be;movie;Comedy, Romance, War;8.1;44506;1942
1217;tt0348913;Dead Like Me;tvSeries;Comedy, Drama, Fantasy;8.1;44418;2003
1218;tt2452242;Happy!;tvSeries;Action, Comedy, Crime;8.1;43725;2017
1219;tt0051808;The Hidden Fortress;movie;Action, Adventure, Drama;8.1;43097;1958
1220;tt1615919;Raising Hope;tvSeries;Comedy, Family;8.1;41343;2010
1221;tt0040725;The Red Shoes;movie;Drama, Music, Romance;8.1;40181;1948
1222;tt0043338;Ace in the Hole;movie;Drama, Film-Noir;8.1;39888;1951
1223;tt8749198;Daisy Jones & The Six;tvSeries;Drama, Music, Romance;8.1;39733;2023
1224;tt0028950;The Grand Illusion;movie;Drama, War;8.1;39446;1937
1225;tt4934950;Talvar;movie;Crime, Drama, Mystery;8.1;39033;2015
1226;tt0077711;Autumn Sonata;movie;Drama, Music;8.1;38836;1978
1227;tt2187153;Thuppakki;movie;Action, Thriller;8.1;38800;2012
1228;tt4573394;Endless Corridor;movie;Documentary, History;8.1;38300;2014
1229;tt10324144;Article 15;movie;Crime, Drama, Mystery;8.1;37621;2019
1230;tt14524712;Beckham;tvMiniSeries;Biography, Documentary, Sport;8.1;37515;2023
1231;tt0048021;Rififi;movie;Crime, Drama, Thriller;8.1;37339;1955
1232;tt0018773;The Circus;movie;Comedy, Family, Romance;8.1;36599;1928
1233;tt0375611;Black;movie;Drama;8.1;36535;2005
1234;tt0042041;White Heat;movie;Action, Crime, Drama;8.1;36482;1949
1235;tt8108268;The Tashkent Files;movie;Drama, Mystery, Thriller;8.1;36219;2019
1236;tt2616280;Derek;tvSeries;Comedy, Drama;8.1;36090;2012
1237;tt7768848;Wild Wild Country;tvMiniSeries;Crime, Documentary;8.1;36027;2018
1238;tt0101640;Raise the Red Lantern;movie;Drama, Romance;8.1;35888;1991
1239;tt0066763;Anand;movie;Drama, Musical;8.1;35794;1971
1240;tt14152756;Seaspiracy;movie;Adventure, Documentary;8.1;34543;2021
1241;tt0106332;Farewell My Concubine;movie;Drama, Music, Romance;8.1;34058;1993
1242;tt1492179;Strike Back;tvSeries;Action, Drama, Thriller;8.1;33940;2010
1243;tt6877772;American Vandal;tvSeries;Comedy, Crime, Drama;8.1;33579;2017
1244;tt0830361;The Lost Room;tvMiniSeries;Action, Fantasy, Mystery;8.1;33509;2006
1245;tt0053946;Inherit the Wind;movie;Biography, Drama, History;8.1;33404;1960
1246;tt0097223;Time of the Gypsies;movie;Comedy, Crime, Drama;8.1;33089;1988
1247;tt9851854;Major;movie;Action, Biography, Drama;8.1;32891;2022
1248;tt4998350;The Deuce;tvSeries;Crime, Drama, Mystery;8.1;32633;2017
1249;tt21344706;The Glory;tvSeries;Drama, Mystery, Thriller;8.1;32173;2022
1250;tt4635372;Masaan;movie;Drama;8.1;32126;2015
1251;tt0914387;Damages;tvSeries;Crime, Drama, Mystery;8.1;31949;2007
1252;tt0065234;Z;movie;Crime, Drama, Thriller;8.1;31923;1969
1253;tt0147746;Batman Beyond;tvSeries;Action, Adventure, Animation;8.1;31172;1999
1254;tt3801314;Kaththi;movie;Action, Drama;8.1;30942;2014
1255;tt9679542;Dr. Stone;tvSeries;Action, Adventure, Animation;8.1;30603;2019
1256;tt11639952;Young Rock;tvSeries;Biography, Comedy;8.1;30482;2021
1257;tt12920838;The Frog;tvSeries;Crime, Drama, Mystery;8.1;30258;2020
1258;tt0318997;Angels in America;tvMiniSeries;Drama, Fantasy, Romance;8.1;30220;2003
1259;tt8332438;ZeroZeroZero;tvMiniSeries;Crime, Drama, Thriller;8.1;30159;2019
1260;tt12682218;Scenes from a Marriage;tvMiniSeries;Drama;8.1;30076;2021
1261;tt0244316;Yi Yi;movie;Drama, Romance;8.1;29353;2000
1262;tt3228420;You're the Worst;tvSeries;Comedy, Drama, Romance;8.1;28669;2014
1263;tt0263438;Everything's Gonna Be Great;movie;Comedy, Drama, Thriller;8.1;28246;1998
1264;tt0091288;Jean de Florette;movie;Comedy, Drama;8.1;27936;1986
1265;tt14819828;Business Proposal;tvSeries;Comedy, Drama, Romance;8.1;27747;2022
1266;tt0118298;Daria;tvSeries;Animation, Comedy, Drama;8.1;27744;1997
1267;tt8760684;Apollo 11;movie;Documentary, History;8.1;27577;2019
1268;tt0200087;Sarfarosh;movie;Action, Crime, Drama;8.1;27469;1999
1269;tt3910804;War & Peace;tvMiniSeries;Drama, History, Romance;8.1;27320;2016
1270;tt3302820;Cowspiracy: The Sustainability Secret;movie;Documentary;8.1;26815;2014
1271;tt4524056;Vis a vis;tvSeries;Drama, Thriller;8.1;26768;2015
1272;tt0064040;Army of Shadows;movie;Drama, War;8.1;26740;1969
1273;tt11204260;I May Destroy You;tvSeries;Drama;8.1;26700;2020
1274;tt0095467;A Short Film About Love;movie;Drama, Romance;8.1;26642;1988
1275;tt0055601;Viridiana;movie;Drama;8.1;26519;1961
1276;tt0046478;Ugetsu;movie;Drama, Fantasy, War;8.1;26406;1953
1277;tt3502172;Mozart in the Jungle;tvSeries;Comedy, Drama, Music;8.1;26165;2014
1278;tt0044008;A Christmas Carol;movie;Drama, Family, Fantasy;8.1;25999;1951
1279;tt0428870;A Moment to Remember;movie;Drama, Romance;8.1;25956;2004
1280;tt0351817;The Twilight Samurai;movie;Drama, Romance;8.1;25924;2002
1281;tt16867040;Cunk on Earth;tvMiniSeries;Comedy;8.1;25511;2022
1282;tt0317910;The Fog of War;movie;Biography, Documentary, History;8.1;25320;2003
1283;tt0104561;Jo Jeeta Wohi Sikandar;movie;Comedy, Drama, Romance;8.1;24586;1992
1284;tt2659414;Miracle in Cell No. 7;movie;Comedy, Drama;8.1;24522;2013
1285;tt0425118;I Know This Much Is True;tvMiniSeries;Drama;8.1;24320;2020
1286;tt0102015;Hearts of Darkness: A Filmmaker's Apocalypse;movie;Documentary;8.1;23934;1991
1287;tt2543328;TURN: Washington's Spies;tvSeries;Drama, History, War;8.1;23857;2014
1288;tt0460690;The Unit;tvSeries;Action, Drama, Thriller;8.1;23445;2006
1289;tt0883772;Man vs. Wild;tvSeries;Adventure, Reality-TV;8.1;23418;2006
1290;tt0014429;Safety Last!;movie;Action, Comedy, Thriller;8.1;23405;1923
1291;tt0425333;Pardon;movie;Comedy, Drama;8.1;23378;2005
1292;tt2379308;Psycho-Pass;tvSeries;Action, Animation, Crime;8.1;23213;2012
1293;tt5024912;Insecure;tvSeries;Comedy, Drama, Romance;8.1;23001;2016
1294;tt2183641;Ripper Street;tvSeries;Crime, Drama, Mystery;8.1;22876;2012
1295;tt10405370;Rogue Heroes;tvSeries;Action, Drama, Thriller;8.1;22632;2022
1296;tt0421384;The Valley of the Wolves;tvSeries;Action, Crime, Drama;8.1;22194;2003
1297;tt8080122;Godfather of Harlem;tvSeries;Crime, Drama;8.1;22095;2019
1298;tt5768632;Love Doesn't Understand Words;tvSeries;Comedy, Romance;8.1;21942;2016
1299;tt7286916;The Dawn Wall;movie;Biography, Documentary, Sport;8.1;21479;2017
1300;tt6051216;Insider;tvSeries;Action, Crime, Drama;8.1;21433;2016
1301;tt0056241;The Miracle Worker;movie;Biography, Drama;8.1;20902;1962
1302;tt0077838;The Last Waltz;movie;Biography, Documentary, Music;8.1;20598;1978
1303;tt0128332;Innocence;movie;Drama;8.1;20450;1997
1304;tt0279077;FLCL;tvMiniSeries;Action, Animation, Comedy;8.1;20231;2000
1305;tt9095260;Criminal Justice;tvSeries;Crime, Drama, Mystery;8.1;20166;2019
1306;tt7745956;She-Ra and the Princesses of Power;tvSeries;Action, Adventure, Animation;8.1;19968;2018
1307;tt0093342;Where Is the Friend's House?;movie;Drama, Family;8.1;19699;1987
1308;tt7157248;The New Pope;tvMiniSeries;Drama;8.1;18912;2020
1309;tt1781069;Zeitgeist: Moving Forward;movie;Documentary;8.1;18791;2011
1310;tt0066580;Woodstock;movie;Documentary, History, Music;8.1;18709;1970
1311;tt5339440;One Day at a Time;tvSeries;Comedy, Drama;8.1;18697;2017
1312;tt8144834;Section 375;movie;Crime, Drama, Mystery;8.1;18647;2019
1313;tt1833285;Boss;tvSeries;Crime, Drama;8.1;18481;2011
1314;tt0191043;The Color of Paradise;movie;Drama, Family;8.1;18447;1999
1315;tt0500092;Serial Experiments Lain;tvMiniSeries;Animation, Drama, Horror;8.1;18347;1998
1316;tt1366312;Emma;tvMiniSeries;Comedy, Drama, Romance;8.1;18310;2009
1317;tt10314462;Zoey's Extraordinary Playlist;tvSeries;Comedy, Drama, Musical;8.1;18206;2020
1318;tt0115378;Superman: The Animated Series;tvSeries;Action, Adventure, Animation;8.1;18172;1996
1319;tt0453729;Iqbal;movie;Drama, Sport;8.1;17866;2005
1320;tt0041452;The Heiress;movie;Drama, Romance;8.1;17684;1949
1321;tt0319736;The Legend of Bhagat Singh;movie;Action, Biography, Drama;8.1;17515;2002
1322;tt9054364;That Time I Got Reincarnated as a Slime;tvSeries;Action, Adventure, Animation;8.1;17094;2018
1323;tt11228748;The King: Eternal Monarch;tvSeries;Fantasy, Mystery, Romance;8.1;17039;2020
1324;tt0016847;Faust;movie;Drama, Fantasy, Horror;8.1;16997;1926
1325;tt3305096;Galavant;tvSeries;Adventure, Comedy, Fantasy;8.1;16813;2015
1326;tt11375428;Hridayam;movie;Drama, Musical, Romance;8.1;16742;2022
1327;tt28681409;Ranneeti: Balakot & Beyond;tvSeries;Action;8.1;16714;2024
1328;tt0080274;Shogun;tvMiniSeries;Adventure, Drama, History;8.1;16537;1980
1329;tt1913273;Anohana: The Flower We Saw That Day;tvMiniSeries;Adventure, Animation, Drama;8.1;16421;2011
1330;tt0076085;A Special Day;movie;Drama;8.1;16418;1977
1331;tt26733317;Jigra;movie;Action;8.1;16404;2024
1332;tt19853258;Still: A Michael J. Fox Movie;movie;Biography, Documentary;8.1;16105;2023
1333;tt1515193;The Big C;tvSeries;Comedy, Drama;8.1;15981;2010
1334;tt13911284;Hell's Paradise: Jigokuraku;tvSeries;Action, Adventure, Animation;8.1;15803;2023
1335;tt0063951;Sesame Street;tvSeries;Adventure, Animation, Family;8.1;15802;1969
1336;tt4432480;RangiTaranga;movie;Mystery, Thriller;8.1;15417;2015
1337;tt0116630;Indian;movie;Action, Drama, Thriller;8.1;15118;1996
1338;tt22373148;Karm Yuddh;tvSeries;Drama;8.1;14874;2022
1339;tt26737616;Pluto;tvMiniSeries;Action, Animation, Drama;8.1;14874;2023
1340;tt26315487;Bloodhounds;tvSeries;Action, Crime, Drama;8.1;14803;2023
1341;tt8324422;PEN15;tvSeries;Comedy;8.1;14653;2019
1342;tt14479078;Candy;tvSeries;Thriller;8.1;14617;2021
1343;tt10220588;Hotel Del Luna;tvSeries;Action, Comedy, Drama;8.1;14512;2019
1344;tt0805661;The Black Donnellys;tvSeries;Crime, Drama;8.1;14436;2007
1345;tt11822998;The Trials of Gabriel Fernandez;tvMiniSeries;Crime, Documentary;8.1;14151;2020
1346;tt0105271;Roja;movie;Drama, Romance, Thriller;8.1;13968;1992
1347;tt0112553;Bombay;movie;Drama, Romance;8.1;13902;1995
1348;tt10706602;Collective;movie;Crime, Documentary;8.1;13635;2019
1349;tt3556920;Wolf Hall;tvMiniSeries;Biography, Drama, History;8.1;13514;2015
1350;tt5766194;Legend of the Blue Sea;tvSeries;Comedy, Drama, Fantasy;8.1;13435;2016
1351;tt1634013;Montevideo: Taste of a Dream;movie;Adventure, Comedy, Drama;8.1;13148;2010
1352;tt13304700;Snowdrop;tvSeries;Crime, Drama, Romance;8.1;13080;2021
1353;tt22297578;Cat;tvSeries;Crime, Drama, Thriller;8.1;13076;2022
1354;tt4731072;Food Wars: Shokugeki no Soma;tvSeries;Animation, Comedy, Drama;8.1;12980;2015
1355;tt1113829;George Harrison: Living in the Material World;movie;Biography, Documentary, Music;8.1;12779;2011
1356;tt1086191;Outnumbered;tvSeries;Comedy, Drama;8.1;12493;2007
1357;tt3455224;Virunga;movie;Documentary, War;8.1;12368;2014
1358;tt8523042;Vagabond;tvSeries;Action, Mystery, Thriller;8.1;12305;2019
1359;tt11147852;Dorohedoro;tvSeries;Action, Animation, Comedy;8.1;12213;2020
1360;tt0330243;Day of the Wacko;movie;Comedy, Drama, Romance;8.1;12163;2002
1361;tt0088583;North & South: Book 1, North & South;tvMiniSeries;Drama, History, Romance;8.1;12146;1985
1362;tt23037654;Khakee: The Bihar Chapter;tvSeries;Action, Crime, Drama;8.1;12067;2022
1363;tt16227240;The Great Weddings of Munnes;tvSeries;Comedy, Drama;8.1;12051;2022
1364;tt12759100;Somebody Somewhere;tvSeries;Comedy, Drama;8.1;11982;2022
1365;tt18228732;Colin from Accounts;tvSeries;Comedy, Drama, Romance;8.1;11794;2022
1366;tt1008108;Ashes to Ashes;tvSeries;Crime, Drama, Fantasy;8.1;11403;2008
1367;tt0036506;Day of Wrath;movie;Drama, History;8.1;11314;1943
1368;tt16447750;Maestro;tvMiniSeries;Crime, Drama, Mystery;8.1;10974;2022
1369;tt6078096;High Maintenance;tvSeries;Comedy, Drama;8.1;10831;2016
1370;tt28804856;Scam 2003 - The Telgi Story;tvSeries;Biography, Crime, Drama;8.1;10456;2023
1371;tt4343334;For My Son;tvSeries;Action, Adventure, Comedy;8.1;10385;2015
1372;tt0118475;Spawn;tvSeries;Action, Adventure, Animation;8.1;10372;1997
1373;tt7889220;Dirty Money;tvSeries;Crime, Documentary;8.1;10335;2018
1374;tt1973692;Rita;tvSeries;Comedy, Drama;8.1;10308;2012
1375;tt27411674;Shekhar Home;tvMiniSeries;Crime, Drama;8.1;10283;2024
1376;tt8026448;Tacoma FD;tvSeries;Comedy;8.1;10241;2019
1377;tt11761194;Power Book IV: Force;tvSeries;Crime, Drama;8.1;10180;2022
1378;tt13299890;The Great Indian Kitchen;movie;Comedy, Drama;8.1;10138;2021
1379;tt6824234;Fight for My Way;tvSeries;Comedy, Romance;8.1;10100;2017
1380;tt2582590;Vicious;tvSeries;Comedy;8.1;10093;2013
1381;tt0848228;The Avengers;movie;Action, Sci-Fi;8.0;1480638;2012
1382;tt2015381;Guardians of the Galaxy;movie;Action, Adventure, Comedy;8.0;1292738;2014
1383;tt1431045;Deadpool;movie;Action, Comedy;8.0;1173162;2016
1384;tt3659388;The Martian;movie;Adventure, Drama, Sci-Fi;8.0;945401;2015
1385;tt1160419;Dune: Part One;movie;Action, Adventure, Drama;8.0;908655;2021
1386;tt1663202;The Revenant;movie;Action, Adventure, Drama;8.0;890488;2015
1387;tt1010048;Slumdog Millionaire;movie;Crime, Drama, Romance;8.0;885302;2008
1388;tt0246578;Donnie Darko;movie;Drama, Mystery, Sci-Fi;8.0;864465;2001
1389;tt0947798;Black Swan;movie;Drama, Thriller;8.0;840057;2010
1390;tt2084970;The Imitation Game;movie;Biography, Drama, Thriller;8.0;837493;2014
1391;tt0317705;The Incredibles;movie;Action, Adventure, Animation;8.0;829431;2004
1392;tt0378194;Kill Bill: Vol. 2;movie;Action, Crime, Thriller;8.0;821098;2004
1393;tt0401792;Sin City;movie;Crime, Thriller;8.0;799791;2005
1394;tt1504320;The King's Speech;movie;Biography, Drama, History;8.0;714064;2010
1395;tt0381061;Casino Royale;movie;Action, Adventure, Thriller;8.0;704659;2006
1396;tt0107048;Groundhog Day;movie;Comedy, Drama, Fantasy;8.0;697650;1993
1397;tt3783958;La La Land;movie;Comedy, Drama, Music;8.0;693365;2016
1398;tt1856101;Blade Runner 2049;movie;Action, Drama, Mystery;8.0;687047;2017
1399;tt1798709;Her;movie;Drama, Romance, Sci-Fi;8.0;684837;2013
1400;tt0440963;The Bourne Ultimatum;movie;Action, Mystery, Thriller;8.0;664581;2007
1401;tt0114746;12 Monkeys;movie;Mystery, Sci-Fi, Thriller;8.0;654761;1995
1402;tt0450259;Blood Diamond;movie;Adventure, Drama, Thriller;8.0;595611;2006
1403;tt5180504;The Witcher;tvSeries;Action, Adventure, Drama;8.0;582719;2019
1404;tt0454921;The Pursuit of Happyness;movie;Biography, Drama;8.0;574113;2006
1405;tt10919420;Squid Game;tvSeries;Action, Drama, Mystery;8.0;572177;2021
1406;tt2948356;Zootopia;movie;Action, Adventure, Animation;8.0;561486;2016
1407;tt0095953;Rain Man;movie;Drama;8.0;554489;1988
1408;tt0101414;Beauty and the Beast;movie;Animation, Family, Fantasy;8.0;485472;1991
1409;tt0103639;Aladdin;movie;Adventure, Animation, Comedy;8.0;477913;1992
1410;tt0319061;Big Fish;movie;Adventure, Drama, Fantasy;8.0;463750;2003
1411;tt0093779;The Princess Bride;movie;Adventure, Comedy, Family;8.0;457741;1987
1412;tt0079470;Monty Python's Life of Brian;movie;Comedy;8.0;424937;1979
1413;tt2948372;Soul;movie;Adventure, Animation, Comedy;8.0;392992;2020
1414;tt4052886;Lucifer;tvSeries;Crime, Drama, Fantasy;8.0;364937;2016
1415;tt1844624;American Horror Story;tvSeries;Drama, Horror, Sci-Fi;8.0;349692;2011
1416;tt0105323;Scent of a Woman;movie;Drama;8.0;338134;1992
1417;tt0175880;Magnolia;movie;Drama;8.0;332868;1999
1418;tt2372162;Orange Is the New Black;tvSeries;Comedy, Crime, Drama;8.0;324258;2013
1419;tt0099348;Dances with Wolves;movie;Adventure, Drama, Western;8.0;296093;1990
1420;tt0061722;The Graduate;movie;Comedy, Drama, Romance;8.0;292294;1967
1421;tt0075686;Annie Hall;movie;Comedy, Romance;8.0;280991;1977
1422;tt0072890;Dog Day Afternoon;movie;Biography, Crime, Drama;8.0;277266;1975
1423;tt0245712;Amores Perros;movie;Drama, Thriller;8.0;256279;2000
1424;tt3741834;Lion;movie;Biography, Drama;8.0;254841;2016
1425;tt0063522;Rosemary's Baby;movie;Drama, Horror;8.0;241979;1968
1426;tt0083987;Gandhi;movie;Biography, Drama, History;8.0;241736;1982
1427;tt1220719;Ip Man;movie;Action, Biography, Drama;8.0;235781;2008
1428;tt0064115;Butch Cassidy and the Sundance Kid;movie;Biography, Crime, Drama;8.0;229108;1969
1429;tt6257970;The End of the F***ing World;tvSeries;Adventure, Comedy, Crime;8.0;227278;2017
1430;tt9288030;Reacher;tvSeries;Action, Crime, Drama;8.0;227038;2022
1431;tt13406094;The White Lotus;tvSeries;Comedy, Drama;8.0;221680;2021
1432;tt0094625;Akira;movie;Action, Animation, Drama;8.0;210021;1988
1433;tt0063442;Planet of the Apes;movie;Adventure, Sci-Fi;8.0;201288;1968
1434;tt0352248;Cinderella Man;movie;Biography, Drama, Romance;8.0;200833;2005
1435;tt4857264;The Invisible Guest;movie;Crime, Drama, Mystery;8.0;196786;2016
1436;tt0092067;Castle in the Sky;movie;Adventure, Animation, Family;8.0;186495;1986
1437;tt0087544;Nausicaä of the Valley of the Wind;movie;Adventure, Animation, Sci-Fi;8.0;186415;1984
1438;tt5057054;Tom Clancy's Jack Ryan;tvSeries;Action, Drama, Thriller;8.0;179620;2018
1439;tt0102138;JFK;movie;Drama, History, Thriller;8.0;172977;1991
1440;tt0072431;Young Frankenstein;movie;Comedy;8.0;171829;1974
1441;tt10366460;CODA;movie;Comedy, Drama, Music;8.0;170747;2021
1442;tt0276919;Dogville;movie;Crime, Drama;8.0;161046;2003
1443;tt7493974;Bodyguard;tvSeries;Crime, Drama, Thriller;8.0;153460;2018
1444;tt0046250;Roman Holiday;movie;Comedy, Drama, Romance;8.0;149827;1953
1445;tt0310793;Bowling for Columbine;movie;Crime, Documentary, Drama;8.0;149673;2002
1446;tt0079944;Stalker;movie;Drama, Sci-Fi;8.0;147595;1979
1447;tt14403178;Beef;tvSeries;Comedy, Drama;8.0;143383;2023
1448;tt13210838;The Gentlemen;tvSeries;Action, Comedy, Crime;8.0;142015;2024
1449;tt2631186;Baahubali: The Beginning;movie;Action, Drama, Fantasy;8.0;140582;2015
1450;tt0070511;Papillon;movie;Biography, Crime, Drama;8.0;140166;1973
1451;tt0060827;Persona;movie;Drama, Thriller;8.0;133231;1966
1452;tt0338564;Infernal Affairs;movie;Action, Crime, Drama;8.0;133118;2002
1453;tt1235099;Lie to Me;tvSeries;Crime, Drama, Mystery;8.0;129742;2009
1454;tt0056801;8½;movie;Drama;8.0;126983;1963
1455;tt2649356;Sharp Objects;tvMiniSeries;Crime, Drama, Mystery;8.0;124023;2018
1456;tt6470478;The Good Doctor;tvSeries;Drama;8.0;119155;2017
1457;tt1869454;Good Omens;tvSeries;Comedy, Drama, Fantasy;8.0;115812;2019
1458;tt0861739;Elite Squad;movie;Action, Crime, Drama;8.0;112359;2007
1459;tt0052311;Touch of Evil;movie;Crime, Drama, Film-Noir;8.0;111137;1958
1460;tt0401383;The Diving Bell and the Butterfly;movie;Biography, Drama;8.0;110985;2007
1461;tt14164730;Dexter: New Blood;tvMiniSeries;Crime, Drama, Mystery;8.0;107743;2021
1462;tt1399664;The Night Manager;tvSeries;Crime, Drama, Mystery;8.0;106474;2016
1463;tt5691552;The Orville;tvSeries;Adventure, Comedy, Drama;8.0;102343;2017
1464;tt0808417;Persepolis;movie;Animation, Biography, Drama;8.0;101297;2007
1465;tt0156887;Perfect Blue;movie;Animation, Crime, Drama;8.0;101187;1997
1466;tt0048424;The Night of the Hunter;movie;Crime, Drama, Film-Noir;8.0;100328;1955
1467;tt0117666;Sling Blade;movie;Drama;8.0;100050;1996
1468;tt0166896;The Straight Story;movie;Biography, Drama;8.0;99404;1999
