;id;title;type;genres;averageRating;numVotes;releaseYear
328;tt0118273;Brass Eye;tvSeries;Comedy;8.6;11743;1997
329;tt13400006;Mr. Queen;tvSeries;Comedy, Fantasy, Romance;8.6;11680;2020
330;tt9103932;Greatest Events of WWII in Colour;tvMiniSeries;Documentary, History, War;8.6;11323;2019
331;tt4139928;The Legend of Maula Jatt;movie;Action, Drama, Fantasy;8.6;10847;2022
332;tt0267351;My Dear Brother;movie;Drama;8.6;10469;1973
333;tt8254348;ImMATURE;tvSeries;Comedy, Drama, Romance;8.6;10461;2019
334;tt4580372;Merlí;tvSeries;Comedy, Drama, Romance;8.6;10182;2015
335;tt31862849;Very Parivarik;tvSeries;Comedy;8.6;10164;2024
336;tt0426719;Hunter x Hunter;tvSeries;Action, Adventure, Animation;8.6;10152;1999
337;tt9304350;Fruits Basket;tvSeries;Animation, Comedy, Drama;8.6;10052;2019
338;tt1853728;Django Unchained;movie;Comedy, Drama, Western;8.5;1734936;2012
339;tt0172495;Gladiator;movie;Action, Adventure, Drama;8.5;1665000;2000
340;tt0482571;The Prestige;movie;Drama, Mystery, Sci-Fi;8.5;1471692;2006
341;tt0407887;The Departed;movie;Crime, Drama, Thriller;8.5;1449016;2006
342;tt0088763;Back to the Future;movie;Adventure, Comedy, Sci-Fi;8.5;1337897;1985
343;tt0110413;Léon: The Professional;movie;Action, Crime, Drama;8.5;1270230;1994
344;tt0120586;American History X;movie;Crime, Drama;8.5;1205569;1998
345;tt0110357;The Lion King;movie;Adventure, Animation, Drama;8.5;1167344;1994
346;tt0114814;The Usual Suspects;movie;Crime, Drama, Mystery;8.5;1163353;1995
347;tt2582802;Whiplash;movie;Drama, Music;8.5;1023959;2014
348;tt6751668;Parasite;movie;Drama, Thriller;8.5;1000357;2019
349;tt0078748;Alien;movie;Horror, Sci-Fi;8.5;985450;1979
350;tt1675434;The Intouchables;movie;Comedy, Drama;8.5;949063;2011
351;tt0253474;The Pianist;movie;Biography, Drama, Music;8.5;935097;2002
352;tt0054215;Psycho;movie;Horror, Mystery, Thriller;8.5;733063;1960
353;tt0034583;Casablanca;movie;Drama, Romance, War;8.5;615912;1942
354;tt2306299;Vikings;tvSeries;Action, Adventure, Drama;8.5;599834;2013
355;tt10048342;The Queen's Gambit;tvMiniSeries;Drama;8.5;581846;2020
356;tt0475784;Westworld;tvSeries;Drama, Mystery, Sci-Fi;8.5;540855;2016
357;tt0047396;Rear Window;movie;Mystery, Thriller;8.5;532420;1954
358;tt15239678;Dune: Part Two;movie;Action, Adventure, Drama;8.5;530952;2024
359;tt1442437;Modern Family;tvSeries;Comedy, Drama, Romance;8.5;499069;2009
360;tt4158110;Mr. Robot;tvSeries;Crime, Drama, Thriller;8.5;428363;2015
361;tt5071412;Ozark;tvSeries;Crime, Drama, Thriller;8.5;357067;2017
362;tt0064116;Once Upon a Time in the West;movie;Drama, Western;8.5;354941;1968
363;tt0095327;Grave of the Fireflies;movie;Animation, Drama, War;8.5;324857;1988
364;tt6763664;The Haunting of Hill House;tvMiniSeries;Drama, Horror, Mystery;8.5;298872;2018
365;tt1439629;Community;tvSeries;Comedy;8.5;298643;2009
366;tt1586680;Shameless;tvSeries;Comedy, Drama;8.5;298182;2011
367;tt0095765;Cinema Paradiso;movie;Drama, Romance;8.5;289541;1988
368;tt2243973;Hannibal;tvSeries;Crime, Drama, Horror;8.5;283079;2013
369;tt0149460;Futurama;tvSeries;Adventure, Animation, Comedy;8.5;266071;1999
370;tt0027977;Modern Times;movie;Comedy, Drama, Romance;8.5;264412;1936
371;tt1442449;Spartacus;tvSeries;Action, Adventure, Biography;8.5;261058;2010
